MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
50,RL,4.110873864173311,9.250618218474752,Pave,Reg,Lvl,3,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,-1,1,0.0,1,0.0,6.511745329644728,6.511745329644728,GasA,2,Y,SBrkr,6.543911845564792,6.255750041753367,0.0,7.102499355774649,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,2,1.9459101490553132,7,0.0,Detchd,1998.0,1,1.3862943611198906,6.842683282238422,3,3,2,5.37989735354046,0.0,5.081404364984463,0.0,0.0,0.0,0.0,Jan,2006,WD,Family
120,RM,3.8066624897703196,8.254008590564844,Pave,IR1,HLS,3,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,5.1647859739235145,3,2,PConc,5,3,3,6,7.2254814727822945,1,0.0,5.402677381872279,7.374629015218945,GasA,4,Y,SBrkr,7.4067107301776405,0.0,0.0,7.4067107301776405,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,3,1.791759469228055,7,0.6931471805599453,Attchd,2004.0,3,1.0986122886681098,6.180016653652572,3,3,2,4.859812404361672,3.9889840465642745,0.0,0.0,5.049856007249537,0.0,0.0,Jan,2008,WD,Normal
85,RL,4.2626798770413155,9.041448235493888,Pave,Reg,Lvl,3,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,1972,2007,Gable,CompShg,HdBoard,Wd Shng,None,0.0,2,2,CBlock,4,3,2,6,6.48768401848461,1,0.0,4.727387818712341,6.645090969505644,GasA,2,Y,SBrkr,6.645090969505644,0.0,0.0,6.645090969505644,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,2,1.791759469228055,7,0.0,Detchd,1988.0,1,1.0986122886681098,5.983936280687191,3,3,2,4.07753744390572,0.0,0.0,0.0,0.0,0.0,0.0,Mar,2009,WD,Normal
20,RL,4.4271244869561865,9.080345575359996,Pave,IR1,Lvl,3,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1985,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,2,2,CBlock,3,3,-1,5,6.439350371100098,1,0.0,5.342334251964811,6.726233402358747,GasA,4,Y,SBrkr,6.726233402358747,0.0,0.0,6.726233402358747,0.6931471805599453,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,2,1.791759469228055,7,0.0,NA,0.0,0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar,2009,WD,Normal
70,RM,4.110873864173311,8.954286157204713,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,2,3,-1,1,0.0,1,0.0,6.434546518787453,6.434546518787453,GasA,3,Y,SBrkr,6.60934924316738,6.434546518787453,0.0,7.218176838403408,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,2,1.9459101490553132,7,0.0,Detchd,1966.0,1,1.0986122886681098,6.270988431858299,3,3,2,0.0,0.0,0.0,0.0,5.1298987149230735,0.0,0.0,Jun,2010,WD,Normal
60,RL,3.8501476017100584,9.93037288131751,Pave,IR1,Lvl,3,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,4.820281565605037,2,3,CBlock,4,3,-1,1,0.0,1,0.0,6.674561391814426,6.674561391814426,GasA,3,Y,SBrkr,7.1204443723924875,6.754604099487962,0.0,7.646831391430482,0.0,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,2,2.0794415416798357,7,0.6931471805599453,Attchd,1986.0,3,1.0986122886681098,6.297109319933935,3,3,2,5.8998973535824915,4.1588830833596715,0.0,0.0,0.0,0.0,0.0,Nov,2008,WD,Normal
60,RL,4.382026634673881,9.427143867544194,Pave,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,-1,6,6.502790045915623,1,0.0,5.631211781821365,6.851184927493743,GasA,4,Y,SBrkr,6.851184927493743,6.799055862058796,0.0,7.518064181233078,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,3,1.9459101490553132,7,0.0,Attchd,2001.0,2,1.0986122886681098,6.434546518787453,3,3,2,0.0,3.828641396489095,0.0,0.0,0.0,0.0,0.0,Jun,2009,WD,Normal
50,RL,4.394449154672439,9.169622538697624,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,3,-1,4,4.795790545596741,1,0.0,6.602587892189336,6.75343791859778,GasA,4,Y,SBrkr,7.014814351275545,6.322565239927284,0.0,7.419979923661835,0.0,0.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,2,1.9459101490553132,5,0.0,Attchd,1950.0,1,0.6931471805599453,5.605802066295998,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sep,2009,WD,Normal
90,RL,4.110873864173311,8.881975184248867,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,1,N,FuseF,6.947937068614969,0.0,0.0,6.947937068614969,0.0,0.0,1.0986122886681098,0.0,1.0986122886681098,1.0986122886681098,2,1.9459101490553132,7,0.0,Detchd,1956.0,1,1.0986122886681098,6.042632833682381,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jun,2009,WD,Normal
20,RL,4.48863636973214,9.305195902988862,Pave,IR1,Lvl,3,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.905361848054571,3,2,PConc,4,4,-1,6,6.884486652042782,1,0.0,6.767343125265392,7.520234556474628,GasA,4,Y,SBrkr,7.520234556474628,0.0,0.0,7.520234556474628,0.6931471805599453,0.0,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,3,2.0794415416798357,7,0.6931471805599453,Attchd,2005.0,3,1.0986122886681098,6.431331081933479,3,3,2,5.111987788356544,3.8066624897703196,0.0,0.0,0.0,0.0,0.0,Sep,2009,COD,Abnorml
50,RL,4.174387269895637,9.476849879195163,Pave,Reg,Bnk,3,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,-1,1,0.0,1,0.0,6.726233402358747,6.726233402358747,GasA,3,Y,SBrkr,6.960347729101308,6.679599185844383,0.0,7.522400231387125,0.0,0.0,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.6931471805599453,3,2.1972245773362196,7,0.6931471805599453,Detchd,1922.0,1,1.0986122886681098,5.916202062607435,3,3,0,0.0,0.0,0.0,0.0,5.3981627015177525,0.0,0.0,Jun,2008,WD,Normal
120,RL,3.9512437185814275,8.19863945529737,Pave,Reg,Lvl,3,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,4.875197323201151,3,2,PConc,4,3,-1,5,6.8966943316227125,1,0.0,5.988961416889864,7.234898420314831,GasA,4,Y,SBrkr,7.358830898342354,0.0,0.0,7.358830898342354,0.0,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,3,2.0794415416798357,7,0.6931471805599453,Attchd,2007.0,2,1.3862943611198906,6.493753839851686,3,3,2,4.969813299576001,3.044522437723423,0.0,0.0,0.0,0.0,0.0,May,2009,WD,Normal
190,RM,4.110873864173311,9.33617975681533,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,6,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0.0,2,2,PConc,3,3,-1,1,0.0,1,0.0,6.656726524178391,6.656726524178391,GasA,3,Y,SBrkr,7.1284959456800365,6.951772164398911,0.0,7.736743682453495,0.0,0.0,1.0986122886681098,0.0,1.6094379124341003,1.0986122886681098,2,2.4849066497880004,7,0.0,Detchd,1971.0,1,1.0986122886681098,6.329720905522696,3,3,0,0.0,0.0,4.74493212836325,0.0,0.0,0.0,0.0,Apr,2010,WD,Normal
60,RL,4.2225280335569675,9.713899659750128,Pave,IR1,Lvl,3,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.595780513961311,3,2,PConc,4,3,1,6,6.661854740545311,1,0.0,6.222576268071369,7.158513997329321,GasA,4,Y,SBrkr,7.1785454837637,7.039660349862076,0.0,7.804251383528112,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,3,2.0794415416798357,7,0.6931471805599453,Attchd,1998.0,3,1.3862943611198906,6.975413927455952,3,3,2,0.0,4.844187086458591,0.0,0.0,0.0,0.0,0.0,May,2009,WD,Normal
20,RL,4.276666119016055,9.127502093667179,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,-1,4,3.258096538021482,3,6.771935555839602,5.5134287461649825,7.0431599159883405,GasA,2,Y,SBrkr,7.0431599159883405,0.0,0.0,7.0431599159883405,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,2,1.9459101490553132,7,0.0,Detchd,1962.0,1,0.6931471805599453,5.820082930352362,3,3,2,0.0,4.48863636973214,0.0,0.0,0.0,0.0,0.0,Aug,2008,COD,Normal
20,RL,4.2225280335569675,9.703938450075547,Pave,IR1,Lvl,3,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,5.746203190540153,3,3,CBlock,3,3,2,3,7.01301578963963,1,0.0,6.5998704992128365,7.520234556474628,GasA,3,Y,SBrkr,7.520234556474628,0.0,0.0,7.520234556474628,0.6931471805599453,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,3,2.0794415416798357,7,0.6931471805599453,Attchd,1969.0,2,1.0986122886681098,6.293419278846481,3,3,2,0.0,4.30406509320417,5.37989735354046,0.0,0.0,0.0,0.0,Dec,2006,WD,Normal
60,RL,4.51085950651685,9.367429587218957,Pave,Reg,Lvl,3,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,6.042632833682381,2,2,CBlock,3,3,-1,5,6.003887067106539,1,0.0,5.720311776607412,6.5638555265321274,GasA,3,Y,SBrkr,6.5638555265321274,6.5638555265321274,0.0,7.256297239690681,0.0,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,2,2.0794415416798357,7,0.6931471805599453,Attchd,1968.0,2,1.0986122886681098,6.655440350367647,3,3,2,0.0,5.135798437050262,0.0,0.0,4.787491742782046,0.0,0.0,May,2006,WD,Normal
120,RL,3.9889840465642745,8.304989580140361,Pave,Reg,Lvl,3,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,-1,5,5.8888779583328805,1,0.0,6.565264970035361,6.975413927455952,GasA,2,Y,SBrkr,6.975413927455952,0.0,0.0,6.975413927455952,0.0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,2,1.6094379124341003,7,0.6931471805599453,Attchd,1977.0,2,1.0986122886681098,6.089044875446846,3,3,2,0.0,4.02535169073515,0.0,0.0,5.111987788356544,0.0,0.0,Jul,2010,WD,Normal
120,RM,3.6375861597263857,8.397508348470257,Pave,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.14166355650266,3,2,PConc,4,3,2,6,6.532334292222349,1,0.0,5.093750200806762,6.744059186311348,GasA,4,Y,SBrkr,6.744059186311348,0.0,0.0,6.744059186311348,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,3,1.3862943611198906,7,0.0,Attchd,2003.0,3,1.0986122886681098,6.042632833682381,3,3,2,4.948759890378168,0.0,0.0,0.0,0.0,0.0,0.0,Mar,2008,WD,Normal
80,RL,4.056561018093695,9.88791695754517,Pave,IR1,Lvl,3,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,2,1,0.0,1,0.0,6.548219102762372,6.548219102762372,GasA,2,Y,SBrkr,7.362645270417825,6.440946540632921,0.0,7.697121317282625,0.0,0.0,1.0986122886681098,0.0,1.6094379124341003,0.6931471805599453,3,2.1972245773362196,7,0.6931471805599453,Attchd,1966.0,1,1.0986122886681098,6.07073772800249,4,4,2,6.375024819828097,5.4680601411351315,0.0,0.0,0.0,6.6052979209482015,0.0,Aug,2006,WD,Alloca
20,RL,4.2225280335569675,9.159468041602427,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1958,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,-1,5,6.126869184114185,3,5.926926025970411,5.267858159063328,6.932447891572509,GasA,2,Y,SBrkr,7.20414929203594,0.0,0.0,7.20414929203594,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,2,1.9459101490553132,6,0.6931471805599453,Detchd,1970.0,1,0.6931471805599453,6.184148890937483,3,3,2,5.75890177387728,3.367295829986474,0.0,0.0,0.0,0.0,0.0,Jun,2007,WD,Normal
20,RL,4.394449154672439,9.280052984387483,Pave,IR1,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,HdBoard,HdBoard,Stone,5.497168225293202,3,2,CBlock,3,3,-1,1,0.0,1,0.0,7.133295954896068,7.133295954896068,GasA,4,Y,SBrkr,7.133295954896068,0.0,0.0,7.133295954896068,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,3,2.0794415416798357,7,0.0,Detchd,1960.0,1,1.0986122886681098,6.270988431858299,3,3,2,0.0,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,Oct,2008,WD,Normal
60,RL,4.406719247264253,9.300638009956963,Pave,IR1,Lvl,3,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.1070228877422545,3,2,PConc,4,3,-1,6,6.90875477931522,1,0.0,5.4116460518550396,7.1098794630722715,GasA,4,Y,SBrkr,7.1098794630722715,6.807934943699926,0.0,7.662937850461535,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,3,1.791759469228055,7,1.0986122886681098,Attchd,1994.0,2,1.0986122886681098,6.26530121273771,3,3,2,5.147494476813453,4.890349128221754,0.0,0.0,0.0,0.0,0.0,Aug,2008,WD,Normal
50,RL,4.110873864173311,9.299358068293836,Pave,Reg,Bnk,3,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,-1,4,6.364750756851911,1,0.0,5.811140992976701,6.81783057145415,GasA,2,Y,FuseA,6.955592608396297,6.236369590203704,0.0,7.351799869057777,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,2,1.9459101490553132,7,0.6931471805599453,Attchd,1962.0,1,0.6931471805599453,5.666426688112432,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Apr,2008,WD,Normal
30,RM,4.110873864173311,8.881975184248867,Pave,Reg,Lvl,3,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1940,1992,Gable,CompShg,MetalSd,MetalSd,Stone,5.68697535633982,2,3,CBlock,3,3,-1,4,6.236369590203704,1,0.0,5.631211781821365,6.670766320845874,GasA,2,Y,SBrkr,6.690842277418564,0.0,0.0,6.690842277418564,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,3,1.6094379124341003,7,1.0986122886681098,Attchd,1940.0,1,0.6931471805599453,5.484796933490655,3,3,2,0.0,0.0,5.043425116919247,0.0,0.0,0.0,0.0,Feb,2010,WD,Abnorml
20,RL,4.4271244869561865,9.4372368721597,Pave,IR1,Lvl,3,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.739792912179234,3,3,CBlock,4,3,-1,4,6.520621127558696,1,0.0,6.637258031284457,7.273092595999522,GasA,4,Y,SBrkr,7.273092595999522,0.0,0.0,7.273092595999522,0.0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,3,2.0794415416798357,7,0.6931471805599453,Attchd,1981.0,3,1.0986122886681098,6.148468295917647,3,3,2,0.0,0.0,4.605170185988092,0.0,0.0,0.0,0.0,Apr,2007,WD,Normal
60,RL,4.110873864173311,9.995656440007505,Pave,IR3,Lvl,3,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,4,2,1,0.0,1,0.0,6.597145701886651,6.597145701886651,GasA,4,Y,SBrkr,6.5998704992128365,7.007600613951853,0.0,7.516977224604321,0.0,0.0,1.0986122886681098,0.6931471805599453,1.6094379124341003,0.6931471805599453,2,2.0794415416798357,7,0.6931471805599453,BuiltIn,2005.0,3,1.0986122886681098,5.921578419643816,3,3,2,4.61512051684126,3.713572066704308,0.0,0.0,0.0,0.0,0.0,Jul,2006,WD,Normal
120,RL,4.2225280335569675,8.502891406705377,Pave,IR1,Lvl,3,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,-1,2,6.8658910748834385,1,0.0,0.0,6.8658910748834385,GasA,2,Y,SBrkr,6.8658910748834385,0.0,0.0,6.8658910748834385,0.0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,2,1.791759469228055,7,0.0,Attchd,1976.0,2,1.0986122886681098,6.089044875446846,3,3,2,0.0,4.110873864173311,0.0,0.0,0.0,0.0,0.0,Oct,2009,WD,Normal
30,RL,4.110873864173311,9.287394001418473,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,-1,1,0.0,1,0.0,6.48768401848461,6.48768401848461,GasA,2,Y,SBrkr,6.876264611890766,0.0,0.0,6.876264611890766,0.0,0.0,1.0986122886681098,0.0,1.6094379124341003,0.6931471805599453,2,1.791759469228055,7,0.0,Detchd,1928.0,1,0.6931471805599453,5.37989735354046,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aug,2007,WD,Normal
60,RL,4.543294782270004,9.23620303150191,Pave,IR1,Lvl,3,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.765191102784844,2,2,PConc,4,3,-1,1,0.0,1,0.0,6.842683282238422,6.842683282238422,GasA,4,Y,SBrkr,6.870053411798126,6.7226297948554485,0.0,7.491645473605133,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,2,2.1972245773362196,7,0.6931471805599453,Attchd,2000.0,3,1.0986122886681098,6.113682179832232,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2008,WD,Normal
20,RL,4.394449154672439,9.76428295481558,Pave,Reg,Low,3,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,2,CBlock,3,3,-1,5,6.842683282238422,1,0.0,5.25227342804663,7.027314514039777,GasA,1,Y,SBrkr,7.027314514039777,0.0,0.0,7.027314514039777,0.6931471805599453,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,2,1.791759469228055,7,0.6931471805599453,Attchd,1977.0,2,1.0986122886681098,6.184148890937483,3,3,1,5.69035945432406,3.7376696182833684,0.0,0.0,0.0,0.0,0.0,May,2006,WD,Normal
20,RL,4.394449154672439,9.036106025364846,Pave,Reg,Lvl,3,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.472270673671475,3,3,CBlock,3,3,-1,1,0.0,1,0.0,7.1853870155804165,7.1853870155804165,GasA,2,Y,SBrkr,7.338238150065589,0.0,0.0,7.338238150065589,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,3,2.0794415416798357,7,0.6931471805599453,Attchd,1962.0,2,1.0986122886681098,6.137727054086234,3,3,2,0.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,Jul,2008,COD,Abnorml
20,RL,4.110873864173311,9.105090961257085,Pave,Reg,Lvl,3,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,3,3,-1,5,6.424869023905388,1,0.0,5.517452896464707,6.762729506931879,GasA,2,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,2,1.791759469228055,7,0.0,Detchd,1974.0,1,1.0986122886681098,6.270988431858299,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2007,WD,Normal
20,RL,4.574710978503383,9.429074214801693,Pave,Reg,Lvl,3,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,6.056784013228625,4,2,PConc,5,3,2,6,7.198183577101943,1,0.0,6.391917113392602,7.566828479208331,GasA,4,Y,SBrkr,7.566828479208331,0.0,0.0,7.566828479208331,0.6931471805599453,0.0,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,4,2.0794415416798357,7,0.6931471805599453,Attchd,2008.0,3,1.3862943611198906,6.652863029353347,3,3,2,0.0,4.204692619390966,0.0,5.720311776607412,0.0,0.0,0.0,Nov,2008,New,Partial
20,RM,4.51085950651685,8.910315776326016,Pave,Reg,Lvl,3,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,7,1957,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,-1,6,6.398594934535208,1,0.0,5.746203190540153,6.816735880594968,GasA,2,Y,FuseA,7.1204443723924875,0.0,0.0,7.1204443723924875,0.6931471805599453,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,2,1.9459101490553132,7,0.0,Attchd,1957.0,1,1.0986122886681098,6.828712071641684,3,3,2,0.0,5.0689042022202315,5.0689042022202315,0.0,0.0,0.0,0.0,Apr,2010,WD,Normal
60,RL,4.394449154672439,9.357466436866476,Pave,Reg,Lvl,3,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1979,1979,Hip,CompShg,HdBoard,HdBoard,BrkFace,4.574710978503383,2,2,CBlock,3,3,-1,6,5.755742213586912,3,4.709530201312334,4.74493212836325,6.29156913955832,GasA,2,Y,SBrkr,6.947937068614969,6.530877627725885,0.0,7.453561871643373,0.0,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,2,1.9459101490553132,7,0.6931471805599453,Attchd,1979.0,2,1.0986122886681098,6.311734809152915,3,3,2,0.0,4.48863636973214,5.37989735354046,0.0,0.0,0.0,0.0,Nov,2007,WD,Normal
70,RL,4.382026634673881,9.352447388601012,Pave,IR1,Bnk,3,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,5,3,-1,1,0.0,1,0.0,6.3784261836515865,6.3784261836515865,GasA,1,Y,SBrkr,7.261225091971921,6.618738983517219,5.953243334287785,7.846198815497425,0.0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,2,2.4849066497880004,6,0.6931471805599453,Detchd,1993.0,3,1.0986122886681098,6.511745329644728,3,3,2,6.068425588244111,0.0,0.0,0.0,0.0,0.0,0.0,Sep,2008,WD,Normal
120,RM,4.2225280335569675,8.395477432732141,Pave,Reg,Lvl,3,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.997212273764115,3,2,PConc,4,3,2,6,6.548219102762372,1,0.0,5.0238805208462765,6.744059186311348,GasA,4,Y,SBrkr,6.744059186311348,0.0,0.0,6.744059186311348,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,3,1.3862943611198906,7,0.6931471805599453,Attchd,2004.0,2,1.0986122886681098,6.042632833682381,3,3,2,5.0106352940962555,0.0,0.0,0.0,0.0,0.0,0.0,May,2008,WD,Normal
60,FV,4.454347296253507,9.306014122044465,Pave,Reg,Lvl,3,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,5.081404364984463,4,2,PConc,5,3,2,6,6.641182169740591,1,0.0,5.53338948872752,6.925595197110468,GasA,4,Y,SBrkr,6.934397209928558,6.889591308354466,0.0,7.60489448081162,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,1.3862943611198906,0.6931471805599453,4,2.3978952727983707,7,0.6931471805599453,Attchd,2008.0,3,1.3862943611198906,6.70073110954781,3,3,2,5.1298987149230735,3.970291913552122,0.0,0.0,0.0,0.0,0.0,Apr,2009,WD,Normal
